# phi		potential		B		eigenvalue
3.141592654		8.01088317e-21		0.3232323232		3.752918229e-24
3.141592654		8.01088317e-21		0.3232323232		3.665811443e-24
3.141592654		8.01088317e-21		0.3232323232		2.725366168e-24
3.141592654		8.01088317e-21		0.3232323232		8.269010829e-25
3.141592654		8.01088317e-21		0.3232323232		2.850483512e-25

# phi		potential		B		eigenvalue
3.141592654		8.01088317e-21		0.9393939394		2.849307312e-24
3.141592654		8.01088317e-21		0.9393939394		1.738330756e-24
3.141592654		8.01088317e-21		0.9393939394		1.290444358e-24
3.141592654		8.01088317e-21		0.9393939394		2.755332888e-25
3.141592654		8.01088317e-21		0.9393939394		6.125211885e-26

# phi		potential		B		eigenvalue
3.141592654		8.01088317e-21		0.2424242424		3.932077483e-24
3.141592654		8.01088317e-21		0.2424242424		3.098671976e-24
3.141592654		8.01088317e-21		0.2424242424		2.12182134e-24
3.141592654		8.01088317e-21		0.2424242424		1.787883956e-24
3.141592654		8.01088317e-21		0.2424242424		1.010230303e-24

# phi		potential		B		eigenvalue
3.141592654		8.01088317e-21		0.9595959596		2.726017717e-24
3.141592654		8.01088317e-21		0.9595959596		2.039973686e-24
3.141592654		8.01088317e-21		0.9595959596		1.144022827e-24
3.141592654		8.01088317e-21		0.9595959596		8.815814035e-25
3.141592654		8.01088317e-21		0.9595959596		1.41399867e-25

# phi		potential		B		eigenvalue
3.141592654		8.01088317e-21		0.303030303		3.801685007e-24
3.141592654		8.01088317e-21		0.303030303		3.537717391e-24
3.141592654		8.01088317e-21		0.303030303		2.581680441e-24
3.141592654		8.01088317e-21		0.303030303		6.045686363e-25
3.141592654		8.01088317e-21		0.303030303		4.464623604e-25

# phi		potential		B		eigenvalue
3.141592654		8.01088317e-21		0.3535353535		3.841476501e-24
3.141592654		8.01088317e-21		0.3535353535		3.675405875e-24
3.141592654		8.01088317e-21		0.3535353535		2.937516203e-24
3.141592654		8.01088317e-21		0.3535353535		6.426154375e-25
3.141592654		8.01088317e-21		0.3535353535		4.653598913e-25

# phi		potential		B		eigenvalue
3.141592654		8.01088317e-21		0.1515151515		4.173009037e-24
3.141592654		8.01088317e-21		0.1515151515		4.072760412e-24
3.141592654		8.01088317e-21		0.1515151515		3.802045082e-24
3.141592654		8.01088317e-21		0.1515151515		2.280094834e-24
3.141592654		8.01088317e-21		0.1515151515		1.279203017e-24

# phi		potential		B		eigenvalue
3.141592654		8.01088317e-21		0.3636363636		3.895684335e-24
3.141592654		8.01088317e-21		0.3636363636		3.64892372e-24
3.141592654		8.01088317e-21		0.3636363636		3.007379091e-24
3.141592654		8.01088317e-21		0.3636363636		6.315903777e-25
3.141592654		8.01088317e-21		0.3636363636		4.651503655e-25

# phi		potential		B		eigenvalue
3.141592654		8.01088317e-21		0.1313131313		4.237921389e-24
3.141592654		8.01088317e-21		0.1313131313		4.079648294e-24
3.141592654		8.01088317e-21		0.1313131313		3.893577397e-24
3.141592654		8.01088317e-21		0.1313131313		2.071982162e-24
3.141592654		8.01088317e-21		0.1313131313		1.061301261e-24

# phi		potential		B		eigenvalue
3.141592654		8.01088317e-21		0.7878787879		4.41170387e-24
3.141592654		8.01088317e-21		0.7878787879		3.833816139e-24
3.141592654		8.01088317e-21		0.7878787879		3.311743264e-24
3.141592654		8.01088317e-21		0.7878787879		2.201683219e-24
3.141592654		8.01088317e-21		0.7878787879		1.511176052e-24

# phi		potential		B		eigenvalue
3.141592654		8.01088317e-21		0.9797979798		2.765121159e-24
3.141592654		8.01088317e-21		0.9797979798		2.607851676e-24
3.141592654		8.01088317e-21		0.9797979798		2.006278034e-24
3.141592654		8.01088317e-21		0.9797979798		2.8063047e-25
3.141592654		8.01088317e-21		0.9797979798		2.090777347e-26

# phi		potential		B		eigenvalue
3.141592654		8.01088317e-21		0.5151515152		4.165470311e-24
3.141592654		8.01088317e-21		0.5151515152		4.014867333e-24
3.141592654		8.01088317e-21		0.5151515152		3.379388146e-24
3.141592654		8.01088317e-21		0.5151515152		2.988491691e-24
3.141592654		8.01088317e-21		0.5151515152		3.038915087e-25

# phi		potential		B		eigenvalue
3.141592654		8.01088317e-21		1		2.812177909e-24
3.141592654		8.01088317e-21		1		2.719292031e-24
3.141592654		8.01088317e-21		1		2.495371146e-24
3.141592654		8.01088317e-21		1		8.289762502e-25
3.141592654		8.01088317e-21		1		4.279118733e-25

# phi		potential		B		eigenvalue
3.141592654		8.01088317e-21		0.7575757576		4.009598028e-24
3.141592654		8.01088317e-21		0.7575757576		3.404477085e-24
3.141592654		8.01088317e-21		0.7575757576		3.401450084e-24
3.141592654		8.01088317e-21		0.7575757576		1.751444497e-24
3.141592654		8.01088317e-21		0.7575757576		9.309519487e-25

