# phi		potential		disorder		B		mu		s_xx		s_xy		s_yx		s_yy		diff		eigenvalue
3.141592654		0		0		0.1		4.025569432e-22		0		3.204353268e-30		-3.204353268e-30		0		1.290526863e-24		1.300275219e-24
3.141592654		0		0		0.1		4.025569432e-22		0		3.204353268e-30		-3.204353268e-30		0		1.290526863e-24		9.748356034e-27

3.141592654		0		0		0.1		3.220455546e-22		0		3.204353268e-30		-3.204353268e-30		0		1.501636102e-24		1.508498166e-24
3.141592654		0		0		0.1		3.220455546e-22		0		3.204353268e-30		-3.204353268e-30		0		1.501636102e-24		6.862063829e-27

3.141592654		0		0		0.1		4.830683319e-22		0		3.204353268e-30		-3.204353268e-30		0		1.115127617e-24		1.122845e-24
3.141592654		0		0		0.1		4.830683319e-22		0		3.204353268e-30		-3.204353268e-30		0		1.115127617e-24		7.717383602e-27

3.141592654		0		0		0.1		5.635797205e-22		0		3.204353268e-30		-3.204353268e-30		0		9.909614269e-25		1.006721303e-24
3.141592654		0		0		0.1		5.635797205e-22		0		3.204353268e-30		-3.204353268e-30		0		9.909614269e-25		1.575987577e-26

3.141592654		0		0		0.1		8.051138864e-23		0		3.204353268e-30		-3.204353268e-30		0		2.745395191e-24		2.745491963e-24
3.141592654		0		0		0.1		8.051138864e-23		0		3.204353268e-30		-3.204353268e-30		0		2.745395191e-24		9.677248199e-29

3.141592654		0		0		0.1		0		0		3.204353268e-30		-3.204353268e-30		0		3.368328302e-25		2.604408076e-24
3.141592654		0		0		0.1		0		0		3.204353268e-30		-3.204353268e-30		0		3.368328302e-25		2.267575246e-24

3.141592654		0		0		0.1		6.440911091e-22		0		3.204353268e-30		-3.204353268e-30		0		8.85883544e-25		8.925907498e-25
3.141592654		0		0		0.1		6.440911091e-22		0		3.204353268e-30		-3.204353268e-30		0		8.85883544e-25		6.707205819e-27

3.141592654		0		0		0.1		7.246024978e-22		0		3.204353268e-30		-3.204353268e-30		0		8.398374022e-25		8.628210015e-25
3.141592654		0		0		0.1		7.246024978e-22		0		3.204353268e-30		-3.204353268e-30		0		8.398374022e-25		2.298359925e-26

3.141592654		0		0		0.1		2.415341659e-22		0		3.204353268e-30		-3.204353268e-30		0		1.770574813e-24		1.771460207e-24
