# phi		energy
-3.769911184		1.055959075e-24
-3.769911184		6.594706969e-25
-3.769911184		2.078677248e-25
-3.769911184		5.225068973e-26

-3.732212072		9.84862961e-25
-3.732212072		9.566243057e-25
-3.732212072		1.692969729e-25
-3.732212072		2.295562665e-26

-3.694512961		1.007194632e-24
-3.694512961		9.551596599e-25
-3.694512961		1.787200166e-25
-3.694512961		1.338478188e-25

-3.656813849		9.605497862e-25
-3.656813849		9.275809951e-25
-3.656813849		1.265241854e-25
-3.656813849		3.660506248e-26

-3.619114737		1.157707457e-24
-3.619114737		1.123539921e-24
-3.619114737		1.646030263e-25
-3.619114737		6.098350878e-26

-3.581415625		1.36627248e-24
-3.581415625		1.234456853e-24
-3.581415625		5.122537618e-25
-3.581415625		3.103129177e-25

-3.543716513		1.628922161e-24
-3.543716513		1.205221014e-24
-3.543716513		6.674993572e-25
-3.543716513		5.718815628e-25

-3.506017401		1.614917076e-24
-3.506017401		1.423523397e-24
-3.506017401		8.30472878e-25
-3.506017401		4.581719528e-25

-3.46831829		1.577864406e-24
-3.46831829		1.070310081e-24
-3.46831829		1.059536472e-24
-3.46831829		2.260047402e-25

-3.430619178		1.256271692e-24
-3.430619178		1.254413639e-24
-3.430619178		7.615102731e-25
-3.430619178		5.106870223e-27

-3.392920066		1.195376493e-24
-3.392920066		1.110296761e-24
-3.392920066		6.15976132e-25
-3.392920066		2.60552444e-25

-3.355220954		1.124478839e-24
-3.355220954		7.113454698e-25
-3.355220954		6.63047386e-25
-3.355220954		5.547477284e-25

-3.317521842		8.994437325e-25
-3.317521842		8.574136277e-25
-3.317521842		8.026517065e-25
-3.317521842		2.517939503e-25

-3.27982273		9.827833234e-25
-3.27982273		9.145507463e-25
-3.27982273		5.893326554e-25
-3.27982273		1.728225091e-25

-3.242123619		1.137767532e-24
-3.242123619		7.875784101e-25
-3.242123619		5.455842054e-25
-3.242123619		3.663550783e-25

-3.204424507		1.24596673e-24
-3.204424507		8.427462666e-25
-3.204424507		8.112743563e-25
-3.204424507		1.940825059e-25

-3.166725395		1.291927924e-24
-3.166725395		1.027450646e-24
-3.166725395		9.546588667e-25
-3.166725395		2.512555797e-26

-3.129026283		1.26606151e-24
-3.129026283		1.150164597e-24
-3.129026283		1.060748003e-24
-3.129026283		1.766055916e-25

-3.091327171		1.348915126e-24
-3.091327171		1.161191485e-24
-3.091327171		9.21373393e-25
-3.091327171		4.05427231e-25

-3.053628059		1.51823709e-24
-3.053628059		9.834280428e-25
-3.053628059		6.515168249e-25
-3.053628059		6.293485773e-25

-3.015928947		1.581378618e-24
-3.015928947		8.924918665e-25
-3.015928947		7.458713245e-25
-3.015928947		2.475409659e-25

-2.978229836		1.522292802e-24
-2.978229836		1.106507886e-24
-2.978229836		4.635123393e-25
-2.978229836		1.940438617e-25

-2.940530724		1.500977267e-24
-2.940530724		1.198211482e-24
-2.940530724		6.69176621e-25
-2.940530724		1.578585948e-25

-2.902831612		1.5232837e-24
-2.902831612		1.164517267e-24
-2.902831612		1.124365975e-24
-2.902831612		1.274540375e-25

-2.8651325		1.473766633e-24
-2.8651325		1.429744661e-24
-2.8651325		9.654838467e-25
-2.8651325		2.772996725e-25

-2.827433388		1.565916274e-24
-2.827433388		1.077547835e-24
-2.827433388		7.763089912e-25
-2.827433388		1.349353951e-25

-2.789734276		1.638837783e-24
-2.789734276		7.445793267e-25
-2.789734276		5.850614826e-25
-2.789734276		1.839671993e-25

-2.752035165		1.319988099e-24
-2.752035165		8.148100051e-25
-2.752035165		4.13589816e-25
-2.752035165		2.755424759e-25

-2.714336053		1.25590448e-24
-2.714336053		1.246172489e-24
-2.714336053		2.855823358e-25
-2.714336053		2.841012784e-25

-2.676636941		1.205535518e-24
-2.676636941		8.132451843e-25
-2.676636941		5.269503942e-25
-2.676636941		2.201357558e-25

-2.638937829		1.003984254e-24
-2.638937829		9.08094484e-25
-2.638937829		3.86180476e-25
-2.638937829		2.3943511e-25

-2.601238717		1.095483461e-24
-2.601238717		9.27251082e-25
-2.601238717		3.319719074e-25
-2.601238717		2.590621712e-25

-2.563539605		1.070855797e-24
-2.563539605		9.689796057e-25
-2.563539605		4.340757791e-25
-2.563539605		1.074226961e-25

-2.525840493		1.074659654e-24
-2.525840493		6.379919676e-25
-2.525840493		4.489636235e-25
-2.525840493		1.341032593e-25

-2.488141382		9.220586154e-25
-2.488141382		6.489701803e-25
-2.488141382		3.50576927e-25
-2.488141382		9.582576876e-26

-2.45044227		7.715824509e-25
-2.45044227		7.312878806e-25
-2.45044227		1.907076633e-25
-2.45044227		5.598755896e-26

-2.412743158		6.014472508e-25
-2.412743158		3.40349866e-25
-2.412743158		1.934723193e-25
-2.412743158		1.983869611e-26

-2.375044046		5.942654344e-25
-2.375044046		2.761522895e-25
-2.375044046		9.76780139e-26
-2.375044046		5.966524693e-26

-2.337344934		6.096869901e-25
-2.337344934		4.633639242e-25
-2.337344934		1.30250622e-25
-2.337344934		1.23267306e-25

-2.299645822		5.945101641e-25
-2.299645822		4.237470717e-25
-2.299645822		3.439057283e-25
-2.299645822		1.735572569e-25

-2.261946711		6.52042931e-25
-2.261946711		3.318957725e-25
-2.261946711		2.800353782e-25
-2.261946711		1.629515175e-25

-2.224247599		4.345367555e-25
-2.224247599		3.38017202e-25
-2.224247599		3.000865637e-25
-2.224247599		2.167711965e-25

