-252546682.7 0.5 -3.141592654 8.06681251e-24
-252546682.7 0.5 -3.078126135 7.58769549e-24
-252546682.7 0.5 -3.014659617 7.10128352e-24
-252546682.7 0.5 -2.951193099 6.611201745e-24
-252546682.7 0.5 -2.887726581 6.119155067e-24
-252546682.7 0.5 -2.824260062 5.626308201e-24
-252546682.7 0.5 -2.760793544 5.133595205e-24
-252546682.7 0.5 -2.697327026 4.641825025e-24
-252546682.7 0.5 -2.633860508 4.151729866e-24
-252546682.7 0.5 -2.570393989 3.663994204e-24
-252546682.7 0.5 -2.506927471 3.179278739e-24
-252546682.7 0.5 -2.443460953 2.698249687e-24
-252546682.7 0.5 -2.379994435 2.221630647e-24
-252546682.7 0.5 -2.316527916 1.750324859e-24
-252546682.7 0.5 -2.253061398 1.2857861e-24
-252546682.7 0.5 -2.18959488 8.315729009e-25
-252546682.7 0.5 -2.126128362 4.049426204e-25
-252546682.7 0.5 -2.062661843 2.34154817e-25
-252546682.7 0.5 -1.999195325 5.89109469e-25
-252546682.7 0.5 -1.935728807 1.011225099e-24
-252546682.7 0.5 -1.872262289 1.43611713e-24
-252546682.7 0.5 -1.80879577 1.856577394e-24
-252546682.7 0.5 -1.745329252 2.27058513e-24
-252546682.7 0.5 -1.681862734 2.677241381e-24
-252546682.7 0.5 -1.618396215 3.076018066e-24
-252546682.7 0.5 -1.554929697 3.466548639e-24
-252546682.7 0.5 -1.491463179 3.848553895e-24
-252546682.7 0.5 -1.427996661 4.221811113e-24
-252546682.7 0.5 -1.364530142 4.586139623e-24
-252546682.7 0.5 -1.301063624 4.941393366e-24
-252546682.7 0.5 -1.237597106 5.287456692e-24
-252546682.7 0.5 -1.174130588 5.624241699e-24
-252546682.7 0.5 -1.110664069 5.951686324e-24
-252546682.7 0.5 -1.047197551 6.269752726e-24
-252546682.7 0.5 -0.9837310329 6.578425706e-24
-252546682.7 0.5 -0.9202645147 6.877710951e-24
-252546682.7 0.5 -0.8567979964 7.167632899e-24
-252546682.7 0.5 -0.7933314782 7.448231946e-24
-252546682.7 0.5 -0.7298649599 7.71956054e-24
-252546682.7 0.5 -0.6663984417 7.981677293e-24
-252546682.7 0.5 -0.6029319234 8.23463741e-24
-252546682.7 0.5 -0.5394654052 8.478475628e-24
-252546682.7 0.5 -0.4759988869 8.713172598e-24
-252546682.7 0.5 -0.4125323687 8.938580276e-24
-252546682.7 0.5 -0.3490658504 9.154230228e-24
-252546682.7 0.5 -0.2855993321 9.358734494e-24
-252546682.7 0.5 -0.2221328139 9.547299294e-24
-252546682.7 0.5 -0.1586662956 9.696493726e-24
-252546682.7 0.5 -0.09519977738 9.702515568e-24
-252546682.7 0.5 -0.03173325913 9.557764421e-24
-252546682.7 0.5 0.03173325913 9.370853929e-24
-252546682.7 0.5 0.09519977738 9.168119702e-24
-252546682.7 0.5 0.1586662956 8.954863541e-24
-252546682.7 0.5 0.2221328139 8.732634671e-24
-252546682.7 0.5 0.2855993321 8.50198818e-24
-252546682.7 0.5 0.3490658504 8.263134942e-24
-252546682.7 0.5 0.4125323687 8.016146517e-24
-252546682.7 0.5 0.4759988869 7.761034233e-24
-252546682.7 0.5 0.5394654052 7.497784883e-24
-252546682.7 0.5 0.6029319234 7.226379222e-24
-252546682.7 0.5 0.6663984417 6.94680303e-24
-252546682.7 0.5 0.7298649599 6.659054834e-24
-252546682.7 0.5 0.7933314782 6.363152285e-24
-252546682.7 0.5 0.8567979964 6.05913835e-24
-252546682.7 0.5 0.9202645147 5.747088184e-24
-252546682.7 0.5 0.9837310329 5.427117563e-24
-252546682.7 0.5 1.047197551 5.099394078e-24
-252546682.7 0.5 1.110664069 4.764152814e-24
-252546682.7 0.5 1.174130588 4.421719443e-24
-252546682.7 0.5 1.237597106 4.072545674e-24
-252546682.7 0.5 1.301063624 3.717266053e-24
-252546682.7 0.5 1.364530142 3.356793046e-24
