# phi		potential		B		eigenvalue
3.141592654		8.01088317e-21		0.5050505051		5.819322905e-25
3.141592654		8.01088317e-21		0.5050505051		4.252133959e-25
3.141592654		8.01088317e-21		0.5050505051		2.11907815e-25
3.141592654		8.01088317e-21		0.5050505051		7.279203335e-26
3.141592654		8.01088317e-21		0.5050505051		3.082830625e-26

# phi		potential		B		eigenvalue
3.141592654		8.01088317e-21		0.6868686869		1.000213799e-24
3.141592654		8.01088317e-21		0.6868686869		9.686842563e-25
3.141592654		8.01088317e-21		0.6868686869		7.604842981e-25
3.141592654		8.01088317e-21		0.6868686869		6.871226208e-25
3.141592654		8.01088317e-21		0.6868686869		3.912888879e-25

# phi		potential		B		eigenvalue
3.141592654		8.01088317e-21		0.7676767677		1.097522909e-24
3.141592654		8.01088317e-21		0.7676767677		9.48092334e-25
3.141592654		8.01088317e-21		0.7676767677		6.027722972e-25
3.141592654		8.01088317e-21		0.7676767677		2.992460931e-25
3.141592654		8.01088317e-21		0.7676767677		1.520020447e-25

# phi		potential		B		eigenvalue
3.141592654		8.01088317e-21		0.303030303		1.274700943e-24
3.141592654		8.01088317e-21		0.303030303		1.058839766e-24
3.141592654		8.01088317e-21		0.303030303		2.461581291e-25
3.141592654		8.01088317e-21		0.303030303		2.057750238e-25
3.141592654		8.01088317e-21		0.303030303		1.967209194e-25

# phi		potential		B		eigenvalue
3.141592654		8.01088317e-21		0.4343434343		1.507437658e-24
3.141592654		8.01088317e-21		0.4343434343		1.4151206e-24
3.141592654		8.01088317e-21		0.4343434343		1.112315684e-24
3.141592654		8.01088317e-21		0.4343434343		5.81782287e-25
3.141592654		8.01088317e-21		0.4343434343		1.685839711e-25

# phi		potential		B		eigenvalue
3.141592654		8.01088317e-21		0.7777777778		1.113207391e-24
3.141592654		8.01088317e-21		0.7777777778		1.022922891e-24
3.141592654		8.01088317e-21		0.7777777778		7.858025089e-25
3.141592654		8.01088317e-21		0.7777777778		3.932003389e-25
3.141592654		8.01088317e-21		0.7777777778		1.191747664e-25

# phi		potential		B		eigenvalue
3.141592654		8.01088317e-21		0.6565656566		1.165779626e-24
3.141592654		8.01088317e-21		0.6565656566		1.037812535e-24
3.141592654		8.01088317e-21		0.6565656566		8.828982506e-25
3.141592654		8.01088317e-21		0.6565656566		6.780218341e-25
3.141592654		8.01088317e-21		0.6565656566		1.318944905e-25

# phi		potential		B		eigenvalue
3.141592654		8.01088317e-21		0.1919191919		1.441972621e-24
3.141592654		8.01088317e-21		0.1919191919		1.257043837e-24
3.141592654		8.01088317e-21		0.1919191919		9.44243223e-25
3.141592654		8.01088317e-21		0.1919191919		6.146508727e-25
3.141592654		8.01088317e-21		0.1919191919		4.70502584e-25

# phi		potential		B		eigenvalue
3.141592654		8.01088317e-21		0.08080808081		2.015467889e-24
3.141592654		8.01088317e-21		0.08080808081		1.812219598e-24
3.141592654		8.01088317e-21		0.08080808081		1.597926992e-24
3.141592654		8.01088317e-21		0.08080808081		6.469228699e-25
3.141592654		8.01088317e-21		0.08080808081		5.126698638e-25

# phi		potential		B		eigenvalue
3.141592654		8.01088317e-21		0.7878787879		1.128277873e-24
3.141592654		8.01088317e-21		0.7878787879		9.470987829e-25
3.141592654		8.01088317e-21		0.7878787879		8.28119614e-25
3.141592654		8.01088317e-21		0.7878787879		4.816955051e-25
3.141592654		8.01088317e-21		0.7878787879		9.740512868e-26

# phi		potential		B		eigenvalue
